Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Vehicle Operations,Vehicle Operations Questionable,Vehicle Maintenance,Vehicle Maintenance Questionable,Facility Maintenance,Facility Maintenance Questionable,General Administration,General Administration Questionable,Reduced Reporter Expenses,Reduced Reporter Expenses Questionable,Total,Total Questionable,Purchased Transportation Reported Separately,Purchased Transportation Reported Separately Questionable
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,MB,Bus,PT,26,5174493,,1457564,,325022,,1747100,,0,,8704179,,0,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,DO,8,966185,,201488,,45463,,138235,,0,,1351371,,0,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,TN,1,426,,125,,18,,99,,0,,668,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,MB,Bus,DO,286,126693501,,50092494,,27449524,,67723402,,0,,271958921,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,DR,Demand Response,PT,277,38250755,,2983567,,428424,,7602494,,0,,49265240,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,MB,Bus,PT,213,59240630,,19160584,,2031098,,15639332,,0,,96071644,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,LR,Light Rail,DO,111,43936242,,21076059,,29006890,,50205262,,0,,144224453,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,CR,Commuter Rail,PT,36,20415049,,12688616,,17212656,,24532870,,0,,74849191,,0,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,CR,Commuter Rail,DO,8,7566089,,1549501,,8463276,,10532687,,0,,28111553,,0,
MTA Long Island Rail Road,Jamaica,NY,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,908,CR,Commuter Rail,DO,908,565846835,,519334942,,333687297,,183078185,,0,,1601947259,,0,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,889,CR,Commuter Rail,PT,456,140045332,,91755876,,66299200,,31022698,,0,,329123106,,0,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,889,CR,Commuter Rail,DO,433,167312197,,97246408,,104997443,,123868746,,0,,493424794,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,MB,Bus,DO,498,97512615,,34064484,,16729207,,35065590,,0,,183371896,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,PT,128,11088338,,1602228,,281883,,5705852,,0,,18678301,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,VP,Vanpool,PT,127,792307,,47686,,3147,,455225,,0,,1298365,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,DO,95,14012851,,1804756,,504698,,4144537,,0,,20466842,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,TX,25,140392,,40650,,3181,,52615,,0,,236838,,0,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,RB,Bus Rapid Transit,DO,0,0,,0,,0,,0,,0,,0,,0,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,MB,Bus,DO,561,178051834,,87685053,,20938391,,56573430,,0,,343248708,,0,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,DR,Demand Response,PT,208,26379504,,5132131,,1109187,,2627865,,0,,35248687,,0,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,LR,Light Rail,DO,52,20766464,,21263006,,24639422,,6934527,,0,,73603419,,0,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,IP,Inclined Plane,DO,2,530132,,5220,,899357,,47863,,0,,1482572,,0,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,MB,Bus,DO,407,134865924,,49354893,,10948339,,50846531,,0,,246015687,,0,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,HR,Heavy Rail,DO,210,75832648,,40637147,,54995119,,51886278,,0,,223351192,,0,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,DR,Demand Response,PT,193,23041033,,7615530,,1779018,,13762123,,0,,46197704,,0,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,SR,Streetcar Rail,DO,2,1865029,,1957742,,644347,,499447,,0,,4966565,,0,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,RB,Bus Rapid Transit,DO,0,0,,0,,0,,0,,0,,0,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,MB,Bus,DO,453,165152884,,55023959,,15008208,,52165006,,0,,287350057,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,DR,Demand Response,PT,198,34625499,,1815590,,223955,,7077600,,0,,43742644,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,LR,Light Rail,DO,89,75593104,,47131386,,40460249,,35700756,,0,,198885495,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,DR,Demand Response,TX,25,557241,,29268,,3888,,115157,,0,,705554,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,CR,Commuter Rail,PT,23,14762167,,7254275,,12052878,,8016142,,0,,42085462,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,VP,Vanpool,PT,10,115680,,743,,3982,,22569,,0,,142974,,0,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,SR,Streetcar Rail,DO,2,2847199,,49262,,303947,,165389,,0,,3365797,,0,
"California Vanpool Authority, dba: CalVans",Hanford,CA,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,36703,"Hanford, CA",66638,758,VP,Vanpool,DO,758,7445937,,1724518,,95370,,4292335,,0,,13558160,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,MB,Bus,DO,498,180418668,,45704762,,14272430,,63727016,,0,,304122876,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,DR,Demand Response,PT,138,22196720,,1977052,,262473,,6800595,,0,,31236840,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,LR,Light Rail,DO,94,55399454,,39667374,,29293319,,35103793,,0,,159463940,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,DR,Demand Response,TX,19,1190411,,317321,,89467,,709781,,0,,2306980,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,YR,Hybrid Rail,PT,4,2583026,,2396622,,1661469,,2244257,,0,,8885374,,0,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,SR,Streetcar Rail,PT,0,0,,0,,0,,0,,0,,0,,11400544,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,MB,Bus,DO,349,231942350,,87733151,,16843597,,75725411,,0,,412244509,,0,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,TB,Trolleybus,DO,158,98605784,,30091260,,15917088,,37472236,,0,,182086368,,0,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,LR,Light Rail,DO,115,84096951,,52308605,,30332198,,35230457,,0,,201968211,,0,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,DR,Demand Response,PT,94,13046905,,1476049,,327750,,5924011,,0,,20774715,,0,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,CC,Cable Car,DO,24,32893829,,13536681,,10190862,,17572023,,0,,74193395,,0,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,SR,Streetcar Rail,DO,12,9511226,,12900307,,1870825,,5727779,,0,,30010137,,0,
"OATS, Inc.",Columbia,MO,70133,Private-Non-Profit Corporation,Rural Reporter,2022,77770,"St. Louis, MO-IL",2150706,743,DR,Demand Response,DO,743,0,,0,,0,,0,,29543341,,29543341,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,MB,Bus,DO,214,89484879,,28523769,,4246777,,32265347,,0,,154520772,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,DR,Demand Response,PT,175,22216220,,5287780,,2923577,,24995533,,0,,55423110,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,MB,Bus,PT,151,38104175,,7582980,,5659019,,22614406,,0,,73960580,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,VP,Vanpool,PT,113,612870,,84707,,30874,,1044222,,0,,1772673,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,DR,Demand Response,TX,86,5041262,,979463,,234251,,3323718,,0,,9578694,,0,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,SR,Streetcar Rail,PT,0,0,,0,,0,,0,,0,,0,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,MB,Bus,PT,289,55813471,,14956950,,3323305,,13248137,,0,,87341863,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,MB,Bus,DO,220,63664051,,23505749,,2433229,,12359797,,0,,101962826,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,LR,Light Rail,DO,114,38807182,,21316123,,16621225,,25894512,,0,,102639042,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,DR,Demand Response,PT,51,8253106,,1432411,,308516,,1836559,,0,,11830592,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,DR,Demand Response,TX,45,518971,,114187,,7639,,186959,,0,,827756,,0,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,CB,Commuter Bus,PT,9,1095760,,271252,,22224,,253878,,0,,1643114,,0,
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,719,DR,Demand Response,PT,506,60229705,,9194365,,1747068,,43764604,,0,,114935742,,2072274,
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,719,DR,Demand Response,TX,213,26499708,,4042239,,767700,,19031548,,0,,50341195,,0,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,39889,"Honolulu, HI",853252,683,MB,Bus,PT,355,133964071,,43881403,,5897155,,37681970,,0,,221424599,,0,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,39889,"Honolulu, HI",853252,683,DR,Demand Response,PT,194,37379439,,6081795,,669247,,14375028,,0,,58505509,,0,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,39889,"Honolulu, HI",853252,683,DR,Demand Response,TX,77,912648,,37092,,7835,,101897,,0,,1059472,,0,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,39889,"Honolulu, HI",853252,683,VP,Vanpool,PT,57,39244,,7502,,487,,283085,,0,,330318,,0,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,39889,"Honolulu, HI",853252,683,HR,Heavy Rail,PT,0,0,,0,,0,,0,,0,,0,,0,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69184,"Phoenix--Mesa--Scottsdale, AZ",3976313,661,MB,Bus,PT,270,57590075,,14087376,,4505891,,31051631,,0,,107234973,,0,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69184,"Phoenix--Mesa--Scottsdale, AZ",3976313,661,VP,Vanpool,PT,171,1057201,,158333,,1145,,1757488,,0,,2974167,,0,
